Tarih: 26.09.2018  ,2, Adet Half Blue
Tarih: 26.09.2018  ,3, Adet Half Blue
Tarih: 22.09.2018  ,3, Adet Half Blue
Tarih: 27.09.2018  ,2, Adet Half Blue
